Company Perm ID,Ticker,Company Name,Industry Name,Stakeholder Perm ID,Stakeholder Name,Issue Perm ID,Issue Name,Metric Perm ID,Metric Name,Datapoint ID,Datapoint Name,Description,Source,Geography,Value,Unit,Resource
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,f853763b0b87d18936f1b86cadaed34f,Donations in Response to COVID-19,ac8639e255b687b6c10103254b29a7ad,Community Cash Donations Amount,The amount that the company has contributed or pledged to contribute in cash to COVID-19 relief organizations or efforts. ,"Company websites, company press-releases, company newsroom page, reputable news sources else",Global,500000,currency,https://media.ford.com/content/fordmedia/fna/us/en/news/2020/04/02/ford-motor-company-fund-announces-donation-match-covid-19.html
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,f853763b0b87d18936f1b86cadaed34f,Donations in Response to COVID-19,d64f7f56d46371b017625a17b0dced5a,Community Services,"An assessment of whether the company is providing direct community services such as participating in food banks, outreach services, or contributing in-kind contributions. ","Company websites, company press-releases, company newsroom page, reputable news sources else",Global,Yes,yesno,https://media.ford.com/content/fordmedia/fna/us/en/news/2020/04/15/ford--wayne-state-university--access-coalition-launch-first-mobi.html
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,f853763b0b87d18936f1b86cadaed34f,Donations in Response to COVID-19,5a08fabe05cf47eb58e6c2abd16ba8db,"Donated Production, Distribution, and Logistical Support During COVID-19","An assessment of whether a company is donating its resources for the production, distribution, and logical support in the fight against COVID-19. This concerns instances where a company has shifted its production, distribution, or logistical operations in order to help the fight against COVID-19 and it is apparent that a company is giving those resources for free.","Company websites, company press-releases, company newsroom page, reputable news sources else",Global,Yes,NULL,https://media.ford.com/content/fordmedia/fna/us/en/news/2020/04/13/ford-to-produce-respirators-masks-covid-19.html
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,2cdb8137807cda3ac0c9c76174caf46e,Employee-Led Giving and Volunteering,b7cfff19b0f18d5a53be4e5c85a7862d,Grants for Organizations where Employees Volunteer,"An assessment of whether the company has a program that ties charitable grants to employee volunteering (such as a 'dollars for doers' program). Must be open to all employees that volunteer rather than a competition/award program (e.g., 'Volunteer of the year award'). Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,2cdb8137807cda3ac0c9c76174caf46e,Employee-Led Giving and Volunteering,f1124641f984b39825fc035f97b64add,Paid Time Off For Volunteering,"An assessment of whether the company sponsors employee volunteering with paid time off. Assigned one of three scores: ""0:"" No evidence found that VTO is offered. ""5:"" Evidence of allowing employees to volunteer on company time, but with restrictions on the time or cause, such as a company ""Day of Volunteering."" It must be a program open to a majority of employees. ""10:"" Evidence of a program where employees have a set amount of hours they can use for a cause and time of their choosing commonly known as ""volunteer time off"" (VTO). This must also be open to a majority of employees.",Company filings and other public documents,Global,10,text,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,2cdb8137807cda3ac0c9c76174caf46e,Employee-Led Giving and Volunteering,4375fe28c3bb2ddd82f5762a426c529b,Program to Match Employee Giving,"An assessment of whether the company discloses a program to match employee donations and its openness to employees' giving preferences. Three scores are assigned: ""0"" if no evidence is found. Companies score a ""5"" if there is evidence of a matching program but with limitations on the cause or type of organization (e.g. some companies only match giving to educational institutions). Companies score a ""10"" if there is evidence of a matching program with broad allowance of causes and types of organizations. Matching employee donations to employee-assistance or employee emergency funds do not qualify for either ""5"" or ""10.""",Company filings and other public documents,Global,10,text,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,5ccc7f0dac0677412a14c91b1050e40b,Transparent Charitable Giving,b7e3d2d7fcc98600a51e4892dc8b1c34,All Grant Recipients Named With Amounts,"An assessment of whether the company makes an effort to disclose all organizations it donated to, including names and the amount in the last reported year (it must be 2016 or later). Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://www.fordfoundation.org/work/our-grants/grants-database/grants-all
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,5ccc7f0dac0677412a14c91b1050e40b,Transparent Charitable Giving,c9e6d19f0fea2e70dd5b1d24501f6030,All Grant Recipients Named Without Amounts,"An assessment of whether the company releases the names of all of the organizations to which it contributed in the last reported year (it must be 2016 or later). Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,a8091ff308177c00204dee0cd4a7d438,Charitable Giving,5ccc7f0dac0677412a14c91b1050e40b,Transparent Charitable Giving,a3af08b299f4f935bf3f14a498fe0efd,At Least One Charitable Recipient,"An assessment of whether a company discloses the name and amount of at least one organization to which it contributed in the last reported year (it must be 2016 or later). Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,993d5a2cd2fa21b9c8aa835ecc873fae,Engages with Local Communities,6acd7fed6953265258abb86b2c54901f,Community Engagement Mechanism,"An assessment of whether the company has a formal system to consult and engage with communities where it operates. Assigned one of five scores. ""0"" is given if there is no evidence of community engagement. A company will score a ""2.5"" if there is disclosure of passive engagement where communities can reach out to companies and contact information is given. ""5"" will be awarded if a company has an active structured program to engage with communities (e.g. if it involves nonprofits or civil society in its sustainability materiality assessment at the start of a CSR report or has a community advisory board). There must be some kind of established way that civil society or community members provide feedback or advice to the company. A company will score a ""7.5"" when it demonstrates that it has both a passive and an active community engagement mechanism. A score of ""10"" is given where the company discloses the issues the community has raised as a result of the consultations.",Company filings and other public documents,Global,7.5,text,https://corporate.ford.com/microsites/sustainability-report-2018-19/enhancing-peoples-lives.html
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,544a7bcf077fe6b89563975690784797,Local Employment Pipeline,f4b09dff84f15f123ce9814ce1651479,Apprenticeship Programs,"An assessment of whether the company has an apprenticeship program in the U.S. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,1,truefalse,https://www.apprenticeship.gov/apprenticeship-finder/listings
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,544a7bcf077fe6b89563975690784797,Local Employment Pipeline,0e72e8a0686e402efe24f3173f3a1855,Local Schools Funding,"An assessment of whether the company gives funding to local education, e.g. in the form of contributions to community colleges, high schools, after-school educational programs, and scholarships for students who are not related to employees. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,544a7bcf077fe6b89563975690784797,Local Employment Pipeline,bab434c7e923540c6419a87abcda7126,Re-Entry Policy,"An assessment of whether the company has a re-entry program that focuses on hiring people with criminal records, or has a policy of eliminating barriers for those with a criminal record. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,0,truefalse,https://corporate.ford.com/careers.html
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,544a7bcf077fe6b89563975690784797,Local Employment Pipeline,d7cf5c533520b96d399ace175aa7ec47,Veteran Hiring Policy,"An assessment of whether the company has a policy for actively recruiting veterans. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,1,truefalse,https://corporate.ford.com/careers/transitioning-military.html
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,0e28159ee613543840f4bec2f5f6dc18,Opportunities for Local Businesses,e531e0611e03aac0315e98aaadc715af,Local Sourcing Policy,"An assessment of whether the company discloses a policy, commitment, or effort to source from local suppliers or hire locally. Companies receive a ""True"" if that is correct and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,0e28159ee613543840f4bec2f5f6dc18,Opportunities for Local Businesses,5ced57182ace975a18fc5d8a9b2f34f3,Supplier Diversity Policy,"An assessment of whether the company has a diverse supplier policy or program. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,cd067e93c7f1d7da998e44555a08b212,Community Development,0e28159ee613543840f4bec2f5f6dc18,Opportunities for Local Businesses,aaafa1a07da52eb5c5c88801fc577e0c,Veteran Supplier Policy,"An assessment of whether the company has a veteran supplier policy or program. Companies receive a ""True"" if they do and a ""False"" if evidence was not found.",Company filings and other public documents,U.S.,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,89f5489df0741ac40344be1eb5509937,Actions to Support Human Rights Commitment within Organization,85562cd9ba1dbbbb31dbf307f4eb23a0,Board Oversight of Human Rights Issues,"An assessment of whether there is board/executive oversight over human rights and sustainability issues. Companies receive a ""0"" if there is no evidence of board/executive oversight of human rights issues. Companies receive a score of ""5"" if there is some evidence of board/executive oversight. At a minimum, the board or CEO must sign off on the standalone human rights policy (distinct from the UK Modern Slavery mandatory disclosure) or the sustainability report must detail human rights-related issues and then describe clearly how the board/executives review and are accountable for general sustainability-related issues. It should be also implied that human rights are a significant aspect of ESG or sustainability issues. Companies score a ""10"" if they describe in the human rights materials how the board regularly considers human rights-related issues, or is accountable to the policy, or if it describes clearly how the board or CEO, or a direct report, is responsible to sustainability or these issues in the context of its human rights governance in a somewhat regular manner.",Company filings and other public documents,Global,10,text,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,89f5489df0741ac40344be1eb5509937,Actions to Support Human Rights Commitment within Organization,c9f37d84c483b278c7715d3c2655d7d4,Human Rights Impact Assessment,"An assessment of whether the company has conducted a high-level study of its human rights impacts across all business operations, also known as a Human Rights Impact Assessment. The assessment must be across all operations and not for distinct projects. Companies receive a ""True"" if they have and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/people-society/human-rights/targeting-activities.html
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,91cbb5a9edd603d0b5543b6e57a31295,Child Labor Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of child labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,10f1abb5d2cde95cd58bff98da60c154,Forced Labor Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of forced labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,2adf342aa3a048a9cf6c241858ec5f38,Human Rights Policy or Statement,"An assessment of whether the company website discloses a public statement or policy regarding a commitment to respecting human rights across all business operations, not only with respect to suppliers. The statement must explicitly mention ""human rights."" Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,4d87ce8b4a06f45ff4ca012168b5b5bf,Human Trafficking Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of human trafficking. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,b60f1b83704e75556bd9f838ee3e45b3,ILO Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the International Labor Organization (ILO) convention(s). Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,b0be5028cebc065071b9a662808367d9,Mandatory Compliance with ILO Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the ILO Convention(s) is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,51f5f55edb20cd543c505b6e179191db,Mandatory Compliance with RBA in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the RBA/EICC Code of Conduct is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,8398a0ef40f7f8e415c11be2dfc26d2c,Mandatory Compliance with SA8000 Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the SA8000 standard is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,7f40d75e3a1c2b8ec5e96c3174d16818,Mandatory Compliance with UN Guiding Principles Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy states that compliance with the United Nations Guiding Principles on Business and Human Rights, also known as the Ruggie Principles, is mandatory. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,7709cbbd0f37c64e2c6f35722d8175f4,Other Related Terms Mentioned in Human Rights Policy,"An assessment of whether the company's Code of Conduct or Human Rights policy explicitly addresses any other human rights-related issues (e.g. indigenous people's rights, workers' rights, animal welfare, etc). Companies receive a ""True"" if that is correct and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,45f7206fbeb168c838df8f71196f385e,Prison Labor Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy mentions the prohibition of the use of prison labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,4d2dae840daac3135696c6b1c60bd201,RBA Code of Conduct Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the RBA/EICC. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,2465eae61b88dccefe8fc8619924bb29,SA8000 Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the SA8000 standard. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,dde2c016d2457dbd8335f3add1da1915,Safe Working Conditions Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy mentions safe working conditions or worker health. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,11af0fc59eb5bdbeaf2d3b76d8f68fe9,Slavery Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy prohibits of the use of slavery. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr18.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,0df20814f827cf63c25dc22fa3cf9f49,UN Global Compact Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy mentions the UN Global Compact. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,2f1e53694df28fddee92ffaf0e74671f,Labor & Human Rights Commitment,60f09c2da21ef838d7f56b19b90b29d7,UN Guiding Principles Mentioned in Human Rights Policy,"An assessment of whether the Code of Conduct or Human Rights policy explicitly references the UN Guiding Principles, also known as the Ruggie Principles. Companies receive a ""True"" if it does and a ""False"" if evidence was not found. ",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,1f0eea0bd02e17524171903447588e25,Child Labor Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers prohibits the use of child labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,d989528e6fadfdd2113e420ea7da6cee,Forced Labor Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly prohibits the use of forced labor. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,8d2211be40a8edbefde7ab87960b43ea,Human Rights Statement for Suppliers,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly mentions human rights. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,3dbc159a8bac65025fa4d22572f70d6e,Human Trafficking Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly prohibits the use of human trafficking. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2017-18/doc/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,c7f6e67984b4fab0bf8ed202388402d7,ILO Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly references the International Labor Organization (ILO) convention(s). Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,1,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr17-code-of-basic-working-conditions-2012.pdf
3328cef38019f230da12681dc,F,Ford Motor Company,Automobiles & Parts,0abe3d1d4c7e88552c35a3a3b3fa46cf,Communities,27b0a3c4f9cac80e27656157213d9041,Human Rights,5cbb7ba696197dadffbde18228436309,Supplier Requirements on Labor & Human Rights,070d91dc980939aa3c88c8cc4001f96d,ISO26000 Code of Conduct Mentioned in Supplier Code of Conduct,"An assessment of whether the company's Supplier Code of Conduct or Human Rights policy as it pertains to suppliers explicitly references the IS0 26000 standard. Companies receive a ""True"" if it does and a ""False"" if evidence was not found.",Company filings and other public documents,Global,0,truefalse,https://corporate.ford.com/microsites/sustainability-report-2018-19/assets/files/sr17-code-of-basic-working-conditions-2012.pdf
